ts,username,ok,stage,latency_ms,noop_count,status_count,error
1769292618.425,user258,1,done,600093.558,19,9,
1769292618.425,user264,1,done,600091.942,19,9,
1769292618.425,user253,1,done,600094.767,19,9,
1769292618.425,user263,1,done,600092.093,19,9,
1769292618.425,user249,1,done,600095.880,19,9,
1769292618.425,user252,1,done,600095.048,19,9,
1769292618.426,user244,1,done,600098.178,19,9,
1769292618.426,user271,1,done,600090.904,19,9,
1769292618.426,user269,1,done,600091.602,19,9,
1769292618.426,user261,1,done,600093.564,19,9,
1769292618.426,user251,1,done,600096.358,19,9,
1769292618.426,user248,1,done,600097.271,19,9,
1769292618.426,user255,1,done,600095.374,19,9,
1769292618.426,user265,1,done,600092.709,19,9,
1769292618.426,user247,1,done,600097.640,19,9,
1769292618.426,user243,1,done,600098.602,19,9,
1769292618.426,user256,1,done,600095.319,19,9,
1769292618.426,user241,1,done,600099.318,19,9,
1769292618.437,user270,1,done,600101.926,19,9,
1769292618.438,user297,1,done,600093.608,19,9,
1769292618.438,user273,1,done,600102.393,19,9,
1769292618.438,user275,1,done,600101.881,19,9,
1769292618.439,user276,1,done,600102.748,19,9,
1769292618.439,user287,1,done,600099.871,19,9,
1769292618.441,user278,1,done,600104.283,19,9,
1769292618.441,user298,1,done,600096.852,19,9,
1769292618.441,user283,1,done,600103.073,19,9,
1769292618.441,user292,1,done,600098.336,19,9,
1769292618.441,user301,1,done,600096.232,19,9,
1769292618.442,user280,1,done,600104.334,19,9,
1769292618.442,user293,1,done,600098.446,19,9,
1769292618.442,user282,1,done,600103.629,19,9,
1769292618.442,user300,1,done,600096.606,19,9,
1769292618.442,user289,1,done,600100.344,19,9,
1769292618.442,user274,1,done,600105.512,19,9,
1769292618.442,user294,1,done,600098.101,19,9,
1769292618.442,user286,1,done,600102.690,19,9,
1769292618.442,user302,1,done,600096.155,19,9,
1769292618.442,user284,1,done,600103.123,19,9,
1769292618.442,user288,1,done,600102.047,19,9,
1769292618.442,user296,1,done,600097.661,19,9,
1769292618.442,user291,1,done,600099.268,19,9,
1769292618.442,user299,1,done,600097.223,19,9,
1769292618.442,user281,1,done,600104.551,19,9,
1769292618.442,user303,1,done,600096.410,19,9,
1769292618.442,user285,1,done,600103.331,19,9,
1769292618.442,user290,1,done,600099.831,19,9,
1769292618.442,user279,1,done,600104.975,19,9,
1769292618.442,user277,1,done,600105.507,19,9,
1769292618.443,user295,1,done,600098.617,19,9,
1769292618.453,user329,1,done,600100.426,19,9,
1769292618.454,user335,1,done,600100.068,19,9,
1769292618.454,user324,1,done,600102.907,19,9,
1769292618.454,user321,1,done,600103.945,19,9,
1769292618.455,user311,1,done,600107.470,19,9,
1769292618.457,user326,1,done,600105.061,19,9,
1769292618.457,user327,1,done,600104.727,19,9,
1769292618.458,user322,1,done,600107.033,19,9,
1769292618.458,user333,1,done,600104.159,19,9,
1769292618.458,user309,1,done,600110.313,19,9,
1769292618.458,user317,1,done,600108.469,19,9,
1769292618.458,user314,1,done,600109.079,19,9,
1769292618.458,user332,1,done,600104.442,19,9,
1769292618.458,user313,1,done,600109.319,19,9,
1769292618.458,user318,1,done,600108.029,19,9,
1769292618.458,user328,1,done,600105.737,19,9,
1769292618.458,user308,1,done,600111.097,19,9,
1769292618.458,user325,1,done,600106.508,19,9,
1769292618.458,user336,1,done,600103.723,19,9,
1769292618.458,user312,1,done,600109.968,19,9,
1769292618.459,user320,1,done,600108.445,19,9,
1769292618.459,user307,1,done,600111.880,19,9,
1769292618.459,user334,1,done,600105.016,19,9,
1769292618.459,user310,1,done,600111.300,19,9,
1769292618.459,user306,1,done,600112.149,19,9,
1769292618.459,user330,1,done,600106.061,19,9,
1769292618.459,user323,1,done,600107.802,19,9,
1769292618.459,user315,1,done,600110.096,19,9,
1769292618.459,user319,1,done,600108.853,19,9,
1769292618.459,user304,1,done,600112.638,19,9,
1769292618.459,user338,1,done,600103.856,19,9,
1769292618.459,user331,1,done,600105.839,19,9,
1769292618.459,user316,1,done,600109.826,19,9,
1769292618.459,user305,1,done,600112.638,19,9,
1769292618.467,user354,1,done,600106.028,19,9,
1769292618.468,user364,1,done,600104.125,19,9,
1769292618.470,user342,1,done,600113.790,19,9,
1769292618.472,user337,1,done,600117.723,19,9,
1769292618.472,user344,1,done,600113.832,19,9,
1769292618.472,user353,1,done,600111.326,19,9,
1769292618.472,user347,1,done,600112.716,19,9,
1769292618.472,user361,1,done,600109.351,19,9,
1769292618.473,user350,1,done,600112.767,19,9,
1769292618.473,user352,1,done,600112.377,19,9,
1769292618.473,user351,1,done,600112.485,19,9,
1769292618.473,user349,1,done,600113.310,19,9,
1769292618.473,user362,1,done,600109.940,19,9,
1769292618.473,user357,1,done,600111.086,19,9,
1769292618.474,user340,1,done,600118.587,19,9,
1769292618.474,user339,1,done,600118.722,19,9,
1769292618.474,user343,1,done,600116.249,19,9,
1769292618.474,user359,1,done,600111.439,19,9,
1769292618.474,user356,1,done,600112.025,19,9,
1769292618.474,user365,1,done,600110.004,19,9,
1769292618.474,user366,1,done,600109.753,19,9,
1769292618.474,user341,1,done,600118.249,19,9,
1769292618.474,user360,1,done,600111.388,19,9,
1769292618.474,user345,1,done,600114.868,19,9,
1769292618.474,user363,1,done,600110.574,19,9,
1769292618.474,user346,1,done,600114.596,19,9,
1769292618.474,user358,1,done,600111.643,19,9,
1769292618.474,user368,1,done,600109.222,19,9,
1769292618.474,user367,1,done,600109.503,19,9,
1769292618.474,user348,1,done,600114.277,19,9,
1769292618.474,user355,1,done,600112.508,19,9,
1769292618.485,user379,1,done,600117.216,19,9,
1769292618.485,user394,1,done,600113.989,19,9,
1769292618.486,user382,1,done,600117.852,19,9,
1769292618.486,user377,1,done,600118.979,19,9,
1769292618.486,user389,1,done,600116.096,19,9,
1769292618.487,user375,1,done,600120.925,19,9,
1769292618.487,user380,1,done,600119.788,19,9,
1769292618.488,user385,1,done,600119.270,19,9,
1769292618.488,user388,1,done,600118.463,19,9,
1769292618.488,user390,1,done,600117.970,19,9,
1769292618.490,user387,1,done,600120.381,19,9,
1769292618.490,user386,1,done,600120.635,19,9,
1769292618.490,user384,1,done,600121.956,19,9,
1769292618.490,user391,1,done,600120.162,19,9,
1769292618.490,user369,1,done,600125.309,19,9,
1769292618.490,user370,1,done,600125.169,19,9,
1769292618.490,user371,1,done,600124.905,19,9,
1769292618.490,user400,1,done,600115.098,19,9,
1769292618.490,user381,1,done,600122.551,19,9,
1769292618.490,user395,1,done,600119.002,19,9,
1769292618.490,user378,1,done,600123.221,19,9,
1769292618.490,user383,1,done,600122.117,19,9,
1769292618.490,user396,1,done,600118.764,19,9,
1769292618.490,user397,1,done,600116.202,19,9,
1769292618.490,user372,1,done,600124.732,19,9,
1769292618.490,user392,1,done,600119.830,19,9,
1769292618.490,user399,1,done,600115.318,19,9,
1769292618.490,user376,1,done,600123.874,19,9,
1769292618.490,user374,1,done,600124.403,19,9,
1769292618.490,user393,1,done,600119.717,19,9,
1769292618.490,user373,1,done,600124.625,19,9,
1769292618.490,user398,1,done,600115.485,19,9,
1769292618.502,user416,1,done,600122.216,19,9,
1769292618.502,user413,1,done,600123.573,19,9,
1769292618.503,user402,1,done,600126.880,19,9,
1769292618.503,user427,1,done,600119.811,19,9,
1769292618.503,user426,1,done,600120.100,19,9,
1769292618.504,user410,1,done,600126.114,19,9,
1769292618.504,user422,1,done,600122.113,19,9,
1769292618.504,user406,1,done,600127.044,19,9,
1769292618.504,user411,1,done,600125.883,19,9,
1769292618.505,user420,1,done,600124.359,19,9,
1769292618.505,user407,1,done,600128.472,19,9,
1769292618.505,user412,1,done,600127.254,19,9,
1769292618.505,user404,1,done,600128.959,19,9,
1769292618.505,user408,1,done,600128.356,19,9,
1769292618.505,user429,1,done,600122.072,19,9,
1769292618.505,user418,1,done,600125.728,19,9,
1769292618.506,user409,1,done,600128.783,19,9,
1769292618.506,user405,1,done,600129.394,19,9,
1769292618.506,user424,1,done,600123.816,19,9,
1769292618.506,user417,1,done,600126.530,19,9,
1769292618.506,user403,1,done,600130.029,19,9,
1769292618.506,user419,1,done,600126.045,19,9,
1769292618.506,user414,1,done,600127.235,19,9,
1769292618.506,user425,1,done,600123.719,19,9,
1769292618.506,user415,1,done,600126.970,19,9,
1769292618.506,user423,1,done,600124.248,19,9,
1769292618.506,user428,1,done,600123.052,19,9,
1769292618.506,user421,1,done,600124.989,19,9,
1769292618.506,user401,1,done,600130.747,19,9,
1769292618.517,user434,1,done,600132.647,19,9,
1769292618.519,user437,1,done,600133.319,19,9,
1769292618.519,user458,1,done,600121.631,19,9,
1769292618.519,user442,1,done,600132.335,19,9,
1769292618.519,user441,1,done,600132.652,19,9,
1769292618.519,user452,1,done,600123.523,19,9,
1769292618.519,user436,1,done,600134.001,19,9,
1769292618.520,user446,1,done,600127.741,19,9,
1769292618.520,user430,1,done,600136.099,19,9,
1769292618.521,user453,1,done,600125.405,19,9,
1769292618.521,user432,1,done,600136.655,19,9,
1769292618.522,user450,1,done,600126.848,19,9,
1769292618.522,user455,1,done,600125.365,19,9,
1769292618.522,user460,1,done,600124.123,19,9,
1769292618.522,user440,1,done,600135.667,19,9,
1769292618.522,user439,1,done,600135.828,19,9,
1769292618.522,user444,1,done,600134.461,19,9,
1769292618.522,user435,1,done,600136.728,19,9,
1769292618.522,user447,1,done,600128.931,19,9,
1769292618.522,user457,1,done,600125.032,19,9,
1769292618.522,user459,1,done,600124.406,19,9,
1769292618.522,user456,1,done,600125.184,19,9,
1769292618.522,user454,1,done,600126.085,19,9,
1769292618.522,user449,1,done,600127.363,19,9,
1769292618.522,user451,1,done,600126.864,19,9,
1769292618.522,user431,1,done,600137.919,19,9,
1769292618.522,user443,1,done,600134.812,19,9,
1769292618.522,user438,1,done,600136.128,19,9,
1769292618.522,user433,1,done,600137.331,19,9,
1769292618.522,user448,1,done,600127.778,19,9,
1769292618.522,user445,1,done,600134.336,19,9,
1769292618.529,user477,1,done,600126.548,19,9,
1769292618.530,user484,1,done,600122.204,19,9,
1769292618.533,user487,1,done,600124.956,19,9,
1769292618.535,user462,1,done,600136.232,19,9,
1769292618.535,user471,1,done,600133.429,19,9,
1769292618.535,user481,1,done,600128.851,19,9,
1769292618.535,user476,1,done,600131.980,19,9,
1769292618.535,user491,1,done,600125.801,19,9,
1769292618.535,user467,1,done,600135.485,19,9,
1769292618.537,user463,1,done,600137.979,19,9,
1769292618.537,user485,1,done,600128.973,19,9,
1769292618.537,user482,1,done,600129.906,19,9,
1769292618.537,user468,1,done,600136.479,19,9,
1769292618.537,user473,1,done,600135.053,19,9,
1769292618.537,user465,1,done,600137.568,19,9,
1769292618.537,user472,1,done,600135.325,19,9,
1769292618.537,user486,1,done,600128.751,19,9,
1769292618.537,user478,1,done,600133.429,19,9,
1769292618.537,user464,1,done,600137.863,19,9,
1769292618.537,user475,1,done,600134.350,19,9,
1769292618.537,user470,1,done,600136.406,19,9,
1769292618.537,user483,1,done,600130.319,19,9,
1769292618.537,user469,1,done,600137.176,19,9,
1769292618.537,user489,1,done,600128.775,19,9,
1769292618.537,user461,1,done,600139.626,19,9,
1769292618.537,user480,1,done,600132.507,19,9,
1769292618.537,user488,1,done,600129.054,19,9,
1769292618.537,user490,1,done,600128.621,19,9,
1769292618.537,user466,1,done,600138.103,19,9,
1769292618.538,user474,1,done,600135.575,19,9,
1769292618.538,user479,1,done,600134.114,19,9,
1769292618.548,user497,1,done,600136.950,19,9,
1769292618.549,user498,1,done,600137.948,19,9,
1769292618.550,user506,1,done,600136.127,19,9,
1769292618.551,user495,1,done,600140.955,19,9,
1769292618.551,user510,1,done,600136.370,19,9,
1769292618.551,user500,1,done,600139.375,19,9,
1769292618.551,user511,1,done,600135.902,19,9,
1769292618.551,user493,1,done,600141.333,19,9,
1769292618.551,user512,1,done,600135.575,19,9,
1769292618.553,user499,1,done,600140.922,19,9,
1769292618.553,user509,1,done,600138.025,19,9,
1769292618.553,user504,1,done,600139.529,19,9,
1769292618.553,user501,1,done,600140.448,19,9,
1769292618.553,user492,1,done,600142.982,19,9,
1769292618.553,user508,1,done,600138.280,19,9,
1769292618.553,user503,1,done,600139.737,19,9,
1769292618.553,user494,1,done,600142.601,19,9,
1769292618.553,user496,1,done,600142.199,19,9,
1769292618.553,user507,1,done,600138.612,19,9,
1769292618.553,user513,1,done,600136.919,19,9,
1769292618.553,user514,1,done,600136.743,19,9,
1769292618.553,user502,1,done,600140.554,19,9,
1769292618.553,user505,1,done,600139.396,19,9,
1769292618.554,user520,1,done,600136.000,19,9,
1769292618.554,user516,1,done,600137.605,19,9,
1769292618.554,user523,1,done,600135.053,19,9,
1769292618.554,user521,1,done,600136.482,19,9,
1769292618.555,user522,1,done,600136.227,19,9,
1769292618.555,user524,1,done,600135.382,19,9,
1769292618.555,user517,1,done,600137.824,19,9,
1769292618.565,user581,1,done,600129.734,19,9,
1769292618.566,user541,1,done,600139.777,19,9,
1769292618.566,user527,1,done,600145.754,19,9,
1769292618.566,user550,1,done,600138.770,19,9,
1769292618.567,user525,1,done,600147.607,19,9,
1769292618.567,user534,1,done,600143.050,19,9,
1769292618.567,user543,1,done,600141.093,19,9,
1769292618.570,user574,1,done,600135.728,19,9,
1769292618.570,user578,1,done,600134.586,19,9,
1769292618.570,user571,1,done,600136.683,19,9,
1769292618.570,user551,1,done,600141.916,19,9,
1769292618.570,user544,1,done,600143.452,19,9,
1769292618.570,user532,1,done,600146.112,19,9,
1769292618.570,user531,1,done,600146.520,19,9,
1769292618.570,user555,1,done,600140.231,19,9,
1769292618.570,user577,1,done,600134.998,19,9,
1769292618.570,user545,1,done,600143.372,19,9,
1769292618.570,user559,1,done,600139.932,19,9,
1769292618.570,user529,1,done,600147.111,19,9,
1769292618.570,user566,1,done,600138.058,19,9,
1769292618.570,user530,1,done,600147.104,19,9,
1769292618.570,user569,1,done,600136.908,19,9,
1769292618.570,user564,1,done,600138.322,19,9,
1769292618.570,user535,1,done,600145.547,19,9,
1769292618.570,user565,1,done,600138.319,19,9,
1769292618.570,user553,1,done,600141.195,19,9,
1769292618.570,user554,1,done,600140.294,19,9,
1769292618.570,user528,1,done,600148.707,19,9,
1769292618.570,user568,1,done,600137.570,19,9,
1769292618.570,user563,1,done,600138.857,19,9,
1769292618.570,user537,1,done,600144.985,19,9,
1769292618.570,user557,1,done,600140.195,19,9,
1769292618.581,user606,1,done,600136.640,19,9,
1769292618.583,user600,1,done,600140.350,19,9,
1769292618.584,user633,1,done,600132.974,19,9,
1769292618.584,user580,1,done,600148.837,19,9,
1769292618.584,user588,1,done,600143.963,19,9,
1769292618.584,user595,1,done,600142.410,19,9,
1769292618.584,user607,1,done,600139.858,19,9,
1769292618.584,user583,1,done,600146.464,19,9,
1769292618.584,user618,1,done,600136.887,19,9,
1769292618.584,user599,1,done,600141.827,19,9,
1769292618.584,user593,1,done,600143.249,19,9,
1769292618.584,user626,1,done,600135.737,19,9,
1769292618.584,user608,1,done,600139.782,19,9,
1769292618.584,user615,1,done,600138.436,19,9,
1769292618.584,user623,1,done,600136.096,19,9,
1769292618.584,user582,1,done,600148.362,19,9,
1769292618.584,user611,1,done,600138.743,19,9,
1769292618.584,user629,1,done,600134.220,19,9,
1769292618.584,user617,1,done,600137.978,19,9,
1769292618.584,user603,1,done,600140.873,19,9,
1769292618.584,user587,1,done,600145.432,19,9,
1769292618.585,user634,1,done,600133.881,19,9,
1769292618.585,user620,1,done,600137.174,19,9,
1769292618.585,user597,1,done,600142.726,19,9,
1769292618.585,user589,1,done,600144.544,19,9,
1769292618.585,user627,1,done,600136.173,19,9,
1769292618.585,user630,1,done,600134.841,19,9,
1769292618.585,user590,1,done,600144.338,19,9,
1769292618.585,user584,1,done,600147.478,19,9,
1769292618.585,user619,1,done,600137.376,19,9,
1769292618.597,user641,1,done,600143.405,19,9,
1769292618.597,user662,1,done,600137.183,19,9,
1769292618.598,user638,1,done,600144.848,19,9,
1769292618.598,user652,1,done,600140.526,19,9,
1769292618.600,user640,1,done,600147.239,19,9,
1769292618.600,user682,1,done,600135.261,19,9,
1769292618.600,user659,1,done,600141.349,19,9,
1769292618.601,user672,1,done,600138.284,19,9,
1769292618.601,user671,1,done,600138.305,19,9,
1769292618.601,user674,1,done,600137.555,19,9,
1769292618.601,user668,1,done,600139.490,19,9,
1769292618.601,user644,1,done,600145.592,19,9,
1769292618.601,user667,1,done,600139.513,19,9,
1769292618.601,user684,1,done,600135.743,19,9,
1769292618.601,user637,1,done,600149.567,19,9,
1769292618.601,user676,1,done,600137.903,19,9,
1769292618.601,user657,1,done,600142.933,19,9,
1769292618.601,user645,1,done,600145.643,19,9,
1769292618.601,user655,1,done,600142.966,19,9,
1769292618.601,user679,1,done,600137.171,19,9,
1769292618.601,user654,1,done,600143.416,19,9,
1769292618.601,user648,1,done,600144.723,19,9,
1769292618.601,user636,1,done,600150.199,19,9,
1769292618.601,user650,1,done,600144.643,19,9,
1769292618.601,user661,1,done,600141.652,19,9,
1769292618.601,user663,1,done,600141.287,19,9,
1769292618.601,user639,1,done,600148.754,19,9,
1769292618.601,user681,1,done,600137.049,19,9,
1769292618.602,user683,1,done,600136.187,19,9,
1769292618.613,user716,1,done,600137.084,19,9,
1769292618.614,user703,1,done,600141.780,19,9,
1769292618.614,user693,1,done,600145.597,19,9,
1769292618.614,user721,1,done,600138.036,19,9,
1769292618.614,user709,1,done,600140.400,19,9,
1769292618.615,user719,1,done,600139.277,19,9,
1769292618.615,user715,1,done,600140.285,19,9,
1769292618.616,user699,1,done,600146.549,19,9,
1769292618.616,user734,1,done,600137.326,19,9,
1769292618.617,user739,1,done,600136.259,19,9,
1769292618.617,user694,1,done,600148.614,19,9,
1769292618.617,user692,1,done,600149.152,19,9,
1769292618.617,user730,1,done,600138.509,19,9,
1769292618.617,user723,1,done,600140.676,19,9,
1769292618.617,user740,1,done,600135.963,19,9,
1769292618.617,user701,1,done,600145.450,19,9,
1769292618.617,user728,1,done,600138.926,19,9,
1769292618.617,user744,1,done,600134.884,19,9,
1769292618.617,user731,1,done,600138.474,19,9,
1769292618.617,user742,1,done,600136.029,19,9,
1769292618.617,user733,1,done,600138.309,19,9,
1769292618.617,user697,1,done,600149.187,19,9,
1769292618.617,user707,1,done,600144.540,19,9,
1769292618.618,user691,1,done,600150.767,19,9,
1769292618.618,user702,1,done,600146.270,19,9,
1769292618.618,user741,1,done,600136.793,19,9,
1769292618.618,user710,1,done,600143.992,19,9,
1769292618.618,user722,1,done,600141.563,19,9,
1769292618.618,user706,1,done,600144.843,19,9,
1769292618.618,user685,1,done,600152.270,19,9,
1769292618.618,user724,1,done,600141.325,19,9,
1769292618.628,user795,1,done,600132.184,19,9,
1769292618.630,user774,1,done,600138.118,19,9,
1769292618.631,user750,1,done,600148.306,19,9,
1769292618.631,user783,1,done,600137.749,19,9,
1769292618.632,user746,1,done,600150.275,19,9,
1769292618.632,user755,1,done,600146.869,19,9,
1769292618.632,user753,1,done,600148.228,19,9,
1769292618.632,user786,1,done,600138.361,19,9,
1769292618.632,user778,1,done,600140.383,19,9,
1769292618.632,user770,1,done,600141.695,19,9,
1769292618.632,user781,1,done,600139.380,19,9,
1769292618.632,user765,1,done,600143.466,19,9,
1769292618.632,user793,1,done,600136.537,19,9,
1769292618.633,user788,1,done,600138.112,19,9,
1769292618.633,user766,1,done,600143.199,19,9,
1769292618.633,user751,1,done,600148.316,19,9,
1769292618.633,user760,1,done,600144.601,19,9,
1769292618.633,user761,1,done,600144.176,19,9,
1769292618.633,user794,1,done,600136.814,19,9,
1769292618.633,user768,1,done,600142.852,19,9,
1769292618.633,user762,1,done,600143.971,19,9,
1769292618.633,user758,1,done,600146.217,19,9,
1769292618.633,user790,1,done,600137.938,19,9,
1769292618.633,user752,1,done,600148.758,19,9,
1769292618.633,user754,1,done,600147.415,19,9,
1769292618.633,user772,1,done,600142.191,19,9,
1769292618.633,user756,1,done,600146.536,19,9,
1769292618.633,user775,1,done,600141.242,19,9,
1769292618.645,user830,1,done,600137.523,19,9,
1769292618.645,user814,1,done,600141.619,19,9,
1769292618.645,user816,1,done,600141.456,19,9,
1769292618.661,user826,1,done,600155.000,19,9,
1769292618.661,user849,1,done,600149.239,19,9,
1769292618.663,user825,1,done,600157.023,19,9,
1769292618.663,user836,1,done,600154.031,19,9,
1769292618.663,user804,1,done,600164.189,19,9,
1769292618.670,user817,1,done,600165.523,19,9,
1769292618.684,user805,1,done,600184.749,19,9,
1769292618.685,user832,1,done,600177.512,19,9,
1769292618.685,user846,1,done,600173.825,19,9,
1769292618.693,user809,1,done,600191.025,19,9,
1769292618.701,user810,1,done,600199.070,19,9,
1769292618.702,user800,1,done,600204.458,19,9,
1769292618.702,user802,1,done,600203.649,19,9,
1769292618.702,user844,1,done,600191.471,19,9,
1769292618.703,user835,1,done,600195.163,19,9,
1769292618.703,user806,1,done,600204.357,19,9,
1769292618.703,user807,1,done,600203.411,19,9,
1769292618.703,user811,1,done,600201.130,19,9,
1769292618.704,user859,1,done,600189.398,19,9,
1769292618.704,user833,1,done,600196.029,19,9,
1769292618.704,user889,1,done,600180.393,19,9,
1769292618.704,user834,1,done,600196.004,19,9,
1769292618.704,user867,1,done,600185.980,19,9,
1769292618.704,user843,1,done,600193.968,19,9,
1769292618.704,user885,1,done,600181.548,19,9,
1769292618.705,user797,1,done,600207.311,19,9,
1769292618.705,user822,1,done,600199.601,19,9,
1769292618.705,user803,1,done,600206.427,19,9,
1769292618.705,user863,1,done,600189.695,19,9,
1769292618.705,user840,1,done,600195.043,19,9,
1769292618.705,user847,1,done,600193.460,19,9,
1769292618.705,user860,1,done,600190.526,19,9,
1769292618.705,user874,1,done,600184.920,19,9,
1769292618.725,user818,1,done,600220.869,19,9,
1769292618.726,user881,1,done,600204.154,19,9,
1769292618.726,user868,1,done,600207.911,19,9,
1769292618.727,user854,1,done,600214.082,19,9,
1769292618.727,user884,1,done,600204.124,19,9,
1769292618.727,user869,1,done,600209.023,19,9,
1769292618.727,user864,1,done,600210.271,19,9,
1769292618.727,user858,1,done,600213.616,19,9,
1769292618.727,user865,1,done,600210.485,19,9,
1769292618.727,user870,1,done,600208.719,19,9,
1769292618.727,user866,1,done,600210.564,19,9,
1769292618.727,user880,1,done,600206.252,19,9,
1769292618.727,user891,1,done,600203.797,19,9,
1769292618.727,user879,1,done,600206.772,19,9,
1769292618.727,user857,1,done,600214.014,19,9,
1769292618.741,user903,1,done,600214.511,19,9,
1769292618.741,user894,1,done,600216.702,19,9,
1769292618.741,user896,1,done,600216.148,19,9,
1769292618.742,user897,1,done,600216.569,19,9,
1769292618.742,user907,1,done,600213.595,19,9,
1769292618.742,user898,1,done,600216.872,19,9,
1769292618.742,user890,1,done,600218.362,19,9,
1769292618.742,user906,1,done,600214.106,19,9,
1769292618.742,user901,1,done,600215.781,19,9,
1769292618.757,user926,1,done,600221.443,19,9,
1769292618.758,user929,1,done,600222.245,19,9,
1769292618.758,user950,1,done,600216.270,19,9,
1769292618.758,user920,1,done,600227.555,19,9,
1769292618.759,user910,1,done,600230.827,19,9,
1769292618.761,user952,1,done,600218.875,19,9,
1769292618.761,user941,1,done,600221.378,19,9,
1769292618.761,user939,1,done,600222.348,19,9,
1769292618.761,user934,1,done,600223.645,19,9,
1769292618.761,user924,1,done,600228.258,19,9,
1769292618.761,user959,1,done,600216.889,19,9,
1769292618.761,user947,1,done,600220.361,19,9,
1769292618.761,user922,1,done,600228.821,19,9,
1769292618.761,user915,1,done,600231.397,19,9,
1769292618.761,user933,1,done,600223.967,19,9,
1769292618.761,user940,1,done,600222.442,19,9,
1769292618.761,user961,1,done,600217.049,19,9,
1769292618.761,user957,1,done,600217.501,19,9,
1769292618.761,user919,1,done,600230.513,19,9,
1769292618.761,user937,1,done,600223.057,19,9,
1769292618.761,user942,1,done,600221.708,19,9,
1769292618.761,user956,1,done,600217.530,19,9,
1769292618.761,user916,1,done,600231.287,19,9,
1769292618.761,user917,1,done,600230.915,19,9,
1769292618.761,user925,1,done,600226.616,19,9,
1769292618.761,user918,1,done,600230.554,19,9,
1769292618.761,user923,1,done,600229.016,19,9,
1769292618.762,user930,1,done,600225.657,19,9,
1769292618.762,user954,1,done,600219.160,19,9,
1769292618.762,user946,1,done,600221.508,19,9,
1769292618.762,user908,1,done,600233.634,19,9,
1769292618.762,user912,1,done,600232.350,19,9,
1769292618.772,user966,1,done,600225.922,19,9,
1769292618.773,user975,1,done,600222.459,19,9,
1769292618.773,user968,1,done,600226.856,19,9,
1769292618.773,user993,1,done,600218.041,19,9,
1769292618.775,user973,1,done,600224.891,19,9,
1769292618.775,user964,1,done,600229.419,19,9,
1769292618.775,user974,1,done,600224.058,19,9,
1769292618.776,user984,1,done,600222.776,19,9,
1769292618.776,user981,1,done,600223.246,19,9,
1769292618.776,user999,1,done,600219.180,19,9,
1769292618.776,user972,1,done,600228.697,19,9,
1769292618.776,user963,1,done,600231.537,19,9,
1769292618.776,user998,1,done,600219.507,19,9,
1769292618.776,user997,1,done,600219.732,19,9,
1769292618.776,user987,1,done,600222.034,19,9,
1769292618.776,user969,1,done,600229.109,19,9,
1769292618.776,user992,1,done,600220.727,19,9,
1769292618.776,user985,1,done,600223.107,19,9,
1769292618.776,user991,1,done,600221.348,19,9,
1769292618.776,user970,1,done,600229.149,19,9,
1769292618.776,user979,1,done,600224.493,19,9,
1769292618.776,user977,1,done,600224.831,19,9,
1769292618.776,user994,1,done,600220.347,19,9,
1769292618.776,user986,1,done,600222.761,19,9,
1769292618.776,user965,1,done,600230.566,19,9,
